Title,Proposal Url,Mission,Total,Rubric Results
Grateful - building our v2,https://app.charmverse.io/op-grants/grateful-building-our-v2-12210139728047409,Builder Grants 2,65,"Criteria: Builder Commitment - Average: 2.3 || Total: 9
 

 *seem capable and bought into optimism
 

 

 Criteria: Builder Draw - Average: 1.3 || Total: 5
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 

 Criteria: Development of OP Stack - Average: 1.0 || Total: 4
 

 *no tangible suggestion of many smart contracts to be deployed
 

 

 Criteria: Discretionary Factors - Average: -0.5 || Total: -2
 

 *i just can't get to a concrete go-to-market strategy here
 

 *This app already received a solid funding through RPGF while having very small usage. Furthermore there's not real builder draw in this proposal so it would be rather hard to justify that ask amount.
 

 

 Criteria: Grant size - Average: 1.3 || Total: 5
 

 

 Criteria: Likelihood of success - Average: 1.3 || Total: 5
 

 

 Criteria: Milestone Orientation - Average: 0.5 || Total: 2
 

 *no concrete expectations or plan
 

 

 Criteria: Milestone Trackability - Average: 1.3 || Total: 5
 

 

 Criteria: Novelty - Average: 1.3 || Total: 5
 

 

 Criteria: Opensource - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 1.5 || Total: 6
 

 

 Criteria: Team assessment - Average: 2.3 || Total: 9"
GovTalks: Unlocking Optimistic Potential,https://app.charmverse.io/op-grants/govtalks-unlocking-optimistic-potential-2957594524260736,Governance Mentorship Program,81,"Criteria: Builder Commitment - Average: 2.0 || Total: 8
 

 *The team shows consistent involvement in the Optimism ecosystem.
 

 

 Criteria: Builder Draw (Mark 0 if not applicable) - Average: 0.8 || Total: 3
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.3 || Total: 1
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 

 Criteria: Educational Effectiveness - Average: 1.3 || Total: 5
 

 

 Criteria: Grant size - Average: 1.0 || Total: 4
 

 *10k OP seems not a big ask but there's not that much to be done here really.
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 8
 

 *haven't seen anything of this nature move the needle.
 

 

 Criteria: Measureable Impact - Average: 1.5 || Total: 6
 

 

 Criteria: Milestone Orientation - Average: 1.0 || Total: 4
 

 

 Criteria: Milestones accountability - Average: 1.5 || Total: 6
 

 

 Criteria: Milestone Trackability - Average: 1.5 || Total: 6
 

 

 Criteria: Novelty - Average: 1.5 || Total: 6
 

 

 Criteria: Opensource (optional) - Average: 1.3 || Total: 5
 

 

 Criteria: Optimism Relationship - Average: 1.3 || Total: 5
 

 

 Criteria: Relevance to Governance - Average: 1.0 || Total: 4
 

 

 Criteria: Smart Contract Analytics (Mark 0 if not applicable) - Average: 0.3 || Total: 1
 

 

 Criteria: Team assessment - Average: 2.3 || Total: 9"
GovGuide,https://app.charmverse.io/op-grants/page-3407009045171989,AI Assistant for governance,75,"Criteria: Builder Commitment - Average: 1.7 || Total: 5
 

 

 Criteria: Builder Draw (Mark 0 if not applicable) - Average: 0.5 || Total: 2
 

 *not enough insights about its capacity
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.8 || Total: 3
 

 *just a simple frontend no real additions
 

 

 Criteria: Discretionary Factors - Average: -0.5 || Total: -2
 

 *there isn't really much to indicate a high quality build here
 

 *The ask size is reasonable and allows for more projects to be included in that draw.
 

 

 Criteria: Educational Effectiveness - Average: 1.3 || Total: 4
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 

 Criteria: Likelihood of success - Average: 1.3 || Total: 5
 

 

 Criteria: Measureable Impact - Average: 1.5 || Total: 6
 

 

 Criteria: Milestone Orientation - Average: 0.8 || Total: 3
 

 

 Criteria: Milestones accountability - Average: 1.7 || Total: 5
 

 

 Criteria: Milestone Trackability - Average: 1.3 || Total: 5
 

 

 Criteria: Novelty - Average: 1.0 || Total: 4
 

 

 Criteria: Opensource (optional) - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 1.3 || Total: 5
 

 

 Criteria: Relevance to Governance - Average: 1.3 || Total: 5
 

 

 Criteria: Smart Contract Analytics (Mark 0 if not applicable) - Average: 0.3 || Total: 1
 

 

 Criteria: Team assessment - Average: 2.3 || Total: 9"
Godot engine gdscript sdk for connect optimism,https://app.charmverse.io/op-grants/godot-engine-gdscript-sdk-for-connect-optimism-144384517023338,Builder Grants 2,81,"Criteria: Builder Commitment - Average: 2.0 || Total: 6
 

 *Optimism is first but not exclusive - and the framework doesn't really benefit a single ecosystem except insofar as the developer directs users here
 

 

 Criteria: Builder Draw - Average: 2.3 || Total: 9
 

 *as far as i can tell this is a decently popular framework that has attention. they say they will support Optimism first
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.5 || Total: 2
 

 

 Criteria: Development of OP Stack - Average: 2.0 || Total: 8
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 *Like the fact that this includes the builder outreach part to gain traction.
 

 

 Criteria: Grant size - Average: 2.0 || Total: 8
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 7
 

 

 Criteria: Milestone Orientation - Average: 1.0 || Total: 3
 

 *no attention paid to builder growth
 

 

 Criteria: Milestone Trackability - Average: 1.5 || Total: 6
 

 

 Criteria: Novelty - Average: 2.5 || Total: 10
 

 

 Criteria: Opensource - Average: 1.8 || Total: 7
 

 

 Criteria: Optimism Relationship - Average: 0.8 || Total: 3
 

 

 Criteria: Team assessment - Average: 2.5 || Total: 10
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2"
Glo Dollar - upgrade to funding RetroPGF,https://app.charmverse.io/op-grants/page-20626850753304682,Revenue Sources for RetroPGF,97,"Criteria: Builder Commitment - Average: 2.0 || Total: 8
 

 *if it funds RPGF this is a question of believing in the effect of RPGF
 

 

 Criteria: Builder Draw - Average: 1.8 || Total: 7
 

 *there is a gitcoin campaing planned in critical milestones it's likely it will draw at least some new builders to OP + there is a 2+ strategic partnerships launched in critical milestones
 

 

 Criteria: Demo included (binary yes/no) - Average: 2.0 || Total: 8
 

 

 Criteria: Development of OP Stack - Average: 1.3 || Total: 5
 

 *as above
 

 

 Criteria: Discretionary Factors - Average: -0.5 || Total: -2
 

 *this is a fine idea but 1) funding this is too much) of a vote to enshrine a certain stablecoin 2) the projected gain demands *too much* market capture to have a meaningful impact relative to current outlay (an equivalent to 100% current TVL would generate $10mm funding which is good but seems like there's more juice to squeeze elsewhere 3) it wouldn't take much for them to add RPGF as an option regardless. This would itself be a candidate for RPGF imo.
 

 

 Criteria: Grant size - Average: 1.3 || Total: 5
 

 *tall order to bootstrap this -- i'd recommend putting in for a growth grant if you want to bootstrap frankly
 

 

 Criteria: Likelihood of success - Average: 2.3 || Total: 9
 

 *there's a lot to demand from this -- RWA is fine but there are more appealing sources of yields at the moment so it may take time to get organic share.
 

 

 Criteria: Milestone Orientation - Average: 1.5 || Total: 6
 

 

 Criteria: Milestones accountability - Average: 1.5 || Total: 6
 

 

 Criteria: Milestone Trackability - Average: 2.0 || Total: 8
 

 

 Criteria: Novelty - Average: 2.5 || Total: 10
 

 *genuinely interesting idea
 

 

 Criteria: Opensource - Average: 1.0 || Total: 4
 

 

 Criteria: Optimism Relationship - Average: 1.5 || Total: 6
 

 

 Criteria: Superchain composability potential - Average: 2.0 || Total: 8
 

 

 Criteria: Team assessment - Average: 2.3 || Total: 9
 

 *team seems professional
 

 

 Criteria: Timely Submission - Average: 0.0 || Total: 0"
Generalized mempool encryption interface for OP Stack chains and deployment of a mempool encrypted OP Stack testnet using threshold encryption.,https://app.charmverse.io/op-grants/generalized-mempool-encryption-interface-for-op-stack-chains-and-deployment-of-a-mempool-encrypted-op-stack-testnet-using-threshold-encryption-8763406955381605,OP Stack Chain with Mempool Encryption,100,"Criteria: Builder Commitment - Average: 3.0 || Total: 12
 

 

 Criteria: Demo included (binary yes/no) - Average: 2.0 || Total: 8
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 *this was in my view a misspecified mission request because shutter are virtually the only p0eople who can do this. but token house voted for this./
 

 great tech though
 

 

 Criteria: Grant size - Average: 2.7 || Total: 8
 

 

 Criteria: Infrastructure Draw - Average: 3.0 || Total: 12
 

 

 Criteria: Likelihood of success - Average: 3.0 || Total: 12
 

 

 Criteria: Milestone Orientation - Average: 2.0 || Total: 8
 

 

 Criteria: Milestones accountability - Average: 1.8 || Total: 7
 

 

 Criteria: Milestone Trackability - Average: 1.8 || Total: 7
 

 

 Criteria: Novelty - Average: 2.8 || Total: 11
 

 

 Criteria: Optimism Relationship - Average: 1.8 || Total: 7
 

 

 Criteria: Team assessment - Average: 2.0 || Total: 8
 

 

 Criteria: Timely Submission - Average: 0.0 || Total: 0"
Gamma Strategies - Growth Experiments,https://app.charmverse.io/op-grants/gamma-strategies-growth-experiments-1787541707471647,Growth Experiment grant,142,"Criteria: Code Audit - Average: 3.4 || Total: 17
 

 *OZ Consensys
 

 *audited by ConsenSys Diligence
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.6 || Total: 3
 

 

 Criteria: Discretionary Factors - Average: 0.5 || Total: 2
 

 *Gamma (and their competitors) improve UX for traders on Optimism DEXs
 

 *Improves UX for Lping which is traditionally a complicated and opaque process
 

 

 Criteria: Distribution implementation plan - Average: 2.4 || Total: 12
 

 

 Criteria: Experimentation and Novelty - Average: 1.6 || Total: 8
 

 

 Criteria: Grant size - Average: 1.0 || Total: 5
 

 *150000
 

 *Grant size larger than 100k
 

 *Maximum score for a grant of this size
 

 *Max score for grant size
 

 *grant size is excessive
 

 

 Criteria: intuitivity and ease of use - Average: 2.0 || Total: 10
 

 

 Criteria: Likelihood of success - Average: 2.6 || Total: 13
 

 *Gamma has a history of sticky users
 

 

 Criteria: Milestone Assessment - Average: 2.6 || Total: 13
 

 *Good milestones with tangible metrics.
 

 *Would prefer milestones that are more output based (signs of user adoption) vs team efforts
 

 *Milestones are concise and set up for accountability
 

 

 Criteria: Milestone Trackability - Average: 1.8 || Total: 9
 

 *milestones are trackable
 

 

 Criteria: Optimism Relationship - Average: 1.6 || Total: 8
 

 *Deployed across many chains.
 

 *deployed on op
 

 

 Criteria: Reach - Average: 2.0 || Total: 10
 

 *Reaches high-value users LPs and other capital providers.
 

 *LPs
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.0 || Total: 10
 

 *LP'ing and LP management is a very underexplored area on OP.
 

 *Liquidity aggregation is essential to ecosystem growth.
 

 

 Criteria: Team assessment - Average: 2.6 || Total: 13
 

 

 Criteria: User Retention - Average: 1.8 || Total: 9
 

 *Yield farmers will always look for the highest yield. If OP grants run out and another L2 starts incentivizing Gamma it is likely that they will leave Optimism.
 

 *LPs end up leaving to some extent but there are always users who enjoyed the experience and would rather stay. also another scenario where they exit pools but keep funds native"
Fractal Visions,https://app.charmverse.io/op-grants/page-5012207371248019,Builder Grants 2,61,"Criteria: Builder Commitment - Average: 2.5 || Total: 10
 

 *The proposer showed already high commitment to the OP ecosystem.
 

 *there's b
 

 

 Criteria: Builder Draw - Average: 1.0 || Total: 4
 

 *Proposer is quite active in OP for some time already. It's reasonable to assume that they will be able to attract some additional users with new features alone but based on previous track record it's hard to assume that those features alone will attract lots of builders.
 

 *unlikely to draw incremental projects
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 *demo there site doesn't seem functional
 

 

 Criteria: Development of OP Stack - Average: 1.3 || Total: 5
 

 *There will be some new contracts due to this project but not that many of them.
 

 

 Criteria: Discretionary Factors - Average: -0.5 || Total: -2
 

 

 Criteria: Grant size - Average: 1.5 || Total: 6
 

 *The ask amount is moderate related to the scope.
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 7
 

 *It's reasonable to assume that proposer will keep pushing forward as they've proven till now but it's hard to assume at this moment big long-lasting added value.
 

 *this has been around for much time and has little to show for it - hard to back this one
 

 

 Criteria: Milestone Orientation - Average: 0.8 || Total: 3
 

 *I'm giving one just for the Grants Program part assuming it will actually onboard 12+ creators but that's just it.
 

 *no attention to builder draw
 

 

 Criteria: Milestone Trackability - Average: 1.0 || Total: 4
 

 *Some critical milestones (Public Access Grants Program) are kind of subjective and hard to track properly.
 

 *fine enough sources of truth
 

 

 Criteria: Novelty - Average: 1.5 || Total: 6
 

 *Another take on NFT market with a twist around RPGF-like fund.
 

 *one of few now by attrition otherwise little to distinguish it within the category
 

 *NFT marketplace + RPGF funding mechanism
 

 

 Criteria: Opensource - Average: 0.0 || Total: 0
 

 

 Criteria: Optimism Relationship - Average: 1.8 || Total: 7
 

 *I have mixed feelings from the proposal it says it's solely commited to Optimism but from the grants lists and Dune dashboard it shows that the project is/was active on Arbitrum and Polygon as well.
 

 

 Criteria: Team assessment - Average: 1.8 || Total: 7
 

 *Team already had proven to deliver it's same to assume they'll keep doing it.
 

 *this has been running for too long without much to show for it
 

 *Team has delivered in the past"
Farcaster Toolkit,https://app.charmverse.io/op-grants/page-8510128827408809,Incentivize Projects to Integrate the Farcaster Social Graph,81,"Criteria: Code Audit (if applicable mark 0 if not) - Average: 0.0 || Total: 0
 

 *n/a
 

 *N/A
 

 *N/A
 

 

 Criteria: Discretionary - Average: -0.3 || Total: -1
 

 

 Criteria: Distribution implementation plan - Average: 1.4 || Total: 7
 

 *Unclear plan atm
 

 

 Criteria: Experimentation and Novelty - Average: 2.0 || Total: 10
 

 

 Criteria: Grant size - Average: 1.6 || Total: 8
 

 *20000
 

 *20k OP relatively high amount for what they're doing
 

 

 Criteria: Intuitivity and ease of use - Average: 1.6 || Total: 8
 

 *Not really applicable so giving a neutral score
 

 *N/A
 

 *N/A
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 9
 

 *New project without a demo not clear there is a real user need for this atm and hard to judge otherwise.
 

 *Hard to understand the necessity for a program like this in the current stage
 

 *developer has recently deployed their first Project a front end app aggregator 5mo back
 

 

 Criteria: Milestone Assessment - Average: 1.6 || Total: 8
 

 

 Criteria: Milestone Trackability - Average: 1.6 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 0.6 || Total: 3
 

 *Not deployable
 

 

 Criteria: Team assessment - Average: 1.6 || Total: 8
 

 *Team has no previous works has only created a educational frontend nothing onchain
 

 

 Criteria: User Retention - Average: 2.6 || Total: 13
 

 *High potential for power users
 

 *High amount of usage is expected for those utilizing Farcaster."
ExtraFi X - A Leverage 2.0 Protocol,https://app.charmverse.io/op-grants/extrafi-x-a-leverage-2-0-protocol-7340861774066347,Growth Experiment grant,118,"Criteria: Code Audit - Average: 2.4 || Total: 12
 

 *Peckshield and Blocksec
 

 *High quality auditors (Peck & Blocksec)
 

 *Audited by blocsec peckshield
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 

 Criteria: Discretionary Factors - Average: -1.0 || Total: -4
 

 *Prefer to see progress being made that shows success in absence of Optimism governance grants. A cooling off period between grants would be beneficial to establish clear data that the applicant can continue to succeed on their own merits and that grants just speed up the scaling.
 

 *Agree with other reviewers here a proper cooling off period between grants would go a long way to being able to review no incentives
 

 *Prefer to see protocol at the very least use their current grant before requesting more.
 

 

 Criteria: Distribution implementation plan - Average: 2.2 || Total: 11
 

 

 Criteria: Experimentation and Novelty - Average: 1.6 || Total: 8
 

 

 Criteria: Grant size - Average: 1.0 || Total: 5
 

 *Maximum score for grant this size
 

 *Max grant size for this section
 

 *Ask is quite high
 

 

 Criteria: intuitivity and ease of use - Average: 2.0 || Total: 10
 

 *Moderate UX for a complex/advanced protocol
 

 *UX is moderate
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 10
 

 

 Criteria: Milestone Assessment - Average: 2.0 || Total: 10
 

 

 Criteria: Milestone Trackability - Average: 1.6 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 1.4 || Total: 7
 

 

 Criteria: Reach - Average: 2.0 || Total: 10
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 1.8 || Total: 9
 

 

 Criteria: Team assessment - Average: 2.0 || Total: 10
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2
 

 

 Criteria: User Retention - Average: 1.2 || Total: 6
 

 *Expected to reach a large majority of mercenary users"
Extra Finance - Unleash L2 LST Efficiency,https://app.charmverse.io/op-grants/extra-finance-unleash-l2-lst-efficiency-8498198620871622,Liquid staked ETH Optimism's home,115,"Criteria: Code Audit (mark 0 if not applicable) - Average: 1.2 || Total: 6
 

 *Audited by Blocsec and peckshield. Has an active bounty program
 

 *Peckshield
 

 

 Criteria: Discretionary - Average: 0.3 || Total: 1
 

 *building out interest models can be costly as with any modeling work.
 

 *Removed negative discretionary score after edits as of apr 28th
 

 

 Criteria: Distribution implementation plan - Average: 2.0 || Total: 10
 

 *Distribution is good but its possible most gained tvl will come from native liquidity
 

 *20% for new LST protocols doesn't provide a lot of oversight or predictability without guidance on how they will be selected (first come first serve or certain size TVL or whatever)
 

 

 Criteria: Experimentation and Novelty - Average: 1.8 || Total: 9
 

 

 Criteria: Grant size - Average: 2.2 || Total: 11
 

 *50000
 

 *Request is inline with proposed plan
 

 

 Criteria: Intuitivity and ease of use - Average: 2.0 || Total: 10
 

 *Pretty standard lending market with a few tweaks
 

 *UX is simplistic
 

 

 Criteria: Likelihood of success - Average: 2.2 || Total: 11
 

 

 Criteria: Milestone Assessment - Average: 1.4 || Total: 7
 

 *Really missing some TVL metrics for the milestones current milestones are only about launching
 

 *Would like to see more detailed milestones
 

 *Milestones have been updated to include metric based criticals
 

 *Milestones largely measure team efforts (which are inputs) vs user adoption and other outputs that demonstrate success
 

 *Milestones edited as per apr 28th
 

 

 Criteria: Milestone Trackability - Average: 1.2 || Total: 6
 

 

 Criteria: Optimism Relationship - Average: 1.8 || Total: 9
 

 *Optimism and Base
 

 

 Criteria: Reach - Average: 1.8 || Total: 9
 

 *Will reach a moderate amount of users.
 

 *Reaches a large amount of users but only on OP
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.0 || Total: 10
 

 *Lending markets and LST's both have a tangible usecase within DeFi and lending.
 

 

 Criteria: Team assessment - Average: 2.2 || Total: 11
 

 

 Criteria: Timely Submission - Average: -2.0 || Total: -2
 

 

 Criteria: User Retention - Average: 1.4 || Total: 7
 

 *Slightly more mercenary driven but the liquidity could be likely to stay on Optimism.
 

 *Users & Capital has a high chance of being mercenary."
Extend the Availability of EIP-4844 Blobs by Integrating OP Stack with EthStorage,https://app.charmverse.io/op-grants/page-36156815313550994,OP Stack Research and Implementation,94,"Criteria: Builder Commitment - Average: 2.8 || Total: 11
 

 *not clear how much this sticks with optimsm
 

 

 Criteria: Demo included (binary yes/no) - Average: 2.0 || Total: 8
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 *Solid team with necessary experience in the field more research on DA is only good for the ecosystem.
 

 

 Criteria: Grant size - Average: 2.0 || Total: 8
 

 *much of this seems already built it's just EIP-4844
 

 

 Criteria: Infrastructure Draw - Average: 2.3 || Total: 9
 

 *more DA solutions always help
 

 

 Criteria: Likelihood of success - Average: 2.8 || Total: 11
 

 *could easily be used as alternative
 

 

 Criteria: Milestone Orientation - Average: 1.0 || Total: 4
 

 

 Criteria: Milestones accountability - Average: 1.8 || Total: 7
 

 

 Criteria: Milestone Trackability - Average: 1.8 || Total: 7
 

 

 Criteria: Novelty - Average: 2.5 || Total: 10
 

 *Will help OP stack rollups better derive Eth security after the blobs are pruned as specified by EIP-4844
 

 *several DA solutions on market
 

 

 Criteria: Optimism Relationship - Average: 1.8 || Total: 7
 

 

 Criteria: Team assessment - Average: 3.3 || Total: 13
 

 *Team is established and proven in the crypto space
 

 

 Criteria: Timely Submission - Average: -1.0 || Total: -1"
Executable: An intent-oriented Multi-Tx Tool,https://app.charmverse.io/op-grants/executable-an-intent-oriented-multi-tx-tool-011454040873412286,Builder Grants 2,100,"Criteria: Builder Commitment - Average: 2.8 || Total: 11
 

 *track record of commitment
 

 

 Criteria: Builder Draw - Average: 2.0 || Total: 8
 

 *there's a ton of extensibility that can spring from this
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 

 Criteria: Development of OP Stack - Average: 2.3 || Total: 9
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 *easy to use multi-tx frameworks are huge enablers for innovation in this space it's pretty annoying it hasn't been properly addressed yet this seems like a reasonable bet
 

 

 Criteria: Grant size - Average: 2.0 || Total: 8
 

 

 Criteria: Likelihood of success - Average: 2.3 || Total: 9
 

 

 Criteria: Milestone Orientation - Average: 1.5 || Total: 6
 

 

 Criteria: Milestone Trackability - Average: 1.8 || Total: 7
 

 

 Criteria: Novelty - Average: 2.8 || Total: 11
 

 *will facilitate scenarios like on-chain DeFi strategy implementation and Web3 social interactions
 

 

 Criteria: Opensource - Average: 1.8 || Total: 7
 

 

 Criteria: Optimism Relationship - Average: 1.5 || Total: 6
 

 

 Criteria: Team assessment - Average: 3.5 || Total: 14
 

 *team can ship and through good product sensibility took a well-trodden category and elevated it to be more inclusive to new users"
Exa App Aplication,https://app.charmverse.io/op-grants/exa-app-aplication-9948720907682669,Growth Experiment grant,123,"Criteria: Code Audit - Average: 3.4 || Total: 17
 

 *Open Zeppelin chainsafe
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.6 || Total: 3
 

 

 Criteria: Discretionary Factors - Average: -0.5 || Total: -2
 

 *ROI from the previous grant just isn't there and the ask size is very very large.
 

 *We support more cards being built on Optimism
 

 *Project has low ROI from prior grants large partner fund distro to small lender etc
 

 

 Criteria: Distribution implementation plan - Average: 1.2 || Total: 6
 

 *Needs more detail
 

 *Distribution plan lacks some key details such as amount of OP a user can receive and for what specific actions as well as any caps or limitations
 

 *Lacks distribution detail targets users in a 'rewards' program without much information.
 

 *Main targets here are encouraging volume and use of a debit card.
 

 

 Criteria: Experimentation and Novelty - Average: 2.0 || Total: 10
 

 

 Criteria: Grant size - Average: 1.2 || Total: 6
 

 *100000
 

 *Excessive grant size for a program that isn't launched yet and experimental.
 

 *ask updated but still on the high end
 

 

 Criteria: intuitivity and ease of use - Average: 2.2 || Total: 11
 

 *there is no interactive element to the dapp etc but the fe is ok clean
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 9
 

 *Not yet launched and ROI on previous project is questionable.
 

 

 Criteria: Milestone Assessment - Average: 1.6 || Total: 8
 

 *Updated milestones
 

 *Milestones have user numbers with no dates.
 

 *Milestones are metrics based
 

 

 Criteria: Milestone Trackability - Average: 1.4 || Total: 7
 

 *milestones are trackable
 

 

 Criteria: Optimism Relationship - Average: 1.6 || Total: 8
 

 

 Criteria: Reach - Average: 1.8 || Total: 9
 

 *I want to score this higher based on related products and geographical focus but difficult according to the rubric
 

 *Can reach users in LATAM area to use Optimism in a unexplored way.
 

 *This could bring in users in a few economically distressed regions
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.2 || Total: 11
 

 

 Criteria: Team assessment - Average: 2.0 || Total: 10
 

 

 Criteria: Timely Submission - Average: 0.0 || Total: 0
 

 

 Criteria: User Retention - Average: 2.0 || Total: 10
 

 *users with a crypto debit card on OP are likely to stay for the long term
 

 *I do not see why users would be retained without incentives especially using a card issuer that is relatively new and unknown."
ETHx on OP,https://app.charmverse.io/op-grants/ethx-on-op-4676815087913837,Liquid staked ETH Optimism's home,146,"Criteria: Code Audit (mark 0 if not applicable) - Average: 3.8 || Total: 19
 

 *Audited by PeckShield OSEC BlocSEC and Immunebites. Has an active bounty program
 

 

 Criteria: Discretionary - Average: 0.3 || Total: 1
 

 *The milestones will need some more details but the substance is in place. Generally we support importing yield-bearing collateral and the request size is small enough to risk on this grant and see how it goes.
 

 *I see LRTs/LST's as a valuable part to Optimism TVL growth.
 

 

 Criteria: Distribution implementation plan - Average: 2.4 || Total: 12
 

 *Updated plan
 

 *Rewards will be incentivizing liquidity inflow from other chains
 

 

 Criteria: Experimentation and Novelty - Average: 1.6 || Total: 8
 

 *There are a handful of projects with the similar concepts
 

 *These staking sites are all relatively similar.
 

 

 Criteria: Grant size - Average: 2.6 || Total: 13
 

 *50000
 

 *Grant size matches initiative
 

 

 Criteria: Intuitivity and ease of use - Average: 2.4 || Total: 12
 

 *Enterprise grade UX
 

 *Staders is pretty solid ui/ux unsure on their ETHx offering at the moment no clear page just for OP users.
 

 

 Criteria: Likelihood of success - Average: 2.2 || Total: 11
 

 

 Criteria: Milestone Assessment - Average: 2.6 || Total: 13
 

 *Milestones are metrics based
 

 *Milestones are clear and metrics based
 

 

 Criteria: Milestone Trackability - Average: 1.8 || Total: 9
 

 *Milestones are trackable
 

 

 Criteria: Optimism Relationship - Average: 1.0 || Total: 5
 

 *Not deployed on OP
 

 

 Criteria: Reach - Average: 2.2 || Total: 11
 

 *LRTs have reached a large number of users and have attracted a large amount of capital.
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.4 || Total: 12
 

 *LRT's are a tangible use of Web 3 tech which can be used to build DA for the Superchain.
 

 

 Criteria: Team assessment - Average: 2.4 || Total: 12
 

 

 Criteria: Timely Submission - Average: -2.0 || Total: -2
 

 

 Criteria: User Retention - Average: 2.0 || Total: 10
 

 *Users are likely to return
 

 *It's hard to say here mostly b/c LRT's typically retain users as incentives (Eigenlayer) distribute to users."
Ethernaut CLI,https://app.charmverse.io/op-grants/ethernaut-cli-5528017465072967,Builder Grants 2,88,"Criteria: Builder Commitment - Average: 2.8 || Total: 11
 

 

 Criteria: Builder Draw - Average: 1.8 || Total: 7
 

 *could potentially be useful
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.5 || Total: 2
 

 

 Criteria: Development of OP Stack - Average: 1.5 || Total: 6
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 

 Criteria: Grant size - Average: 1.3 || Total: 5
 

 *Would love to see him drop this to 35k OP?
 

 *this seems like a huge grant ask given the work going into it
 

 

 Criteria: Likelihood of success - Average: 2.5 || Total: 10
 

 *sounded
 

 

 Criteria: Milestone Orientation - Average: 1.0 || Total: 4
 

 *needed substnatially more detail here
 

 

 Criteria: Milestone Trackability - Average: 1.3 || Total: 5
 

 

 Criteria: Novelty - Average: 2.8 || Total: 11
 

 *first extensible AI agent behind a CLI for web3
 

 *it's CLI chat AP
 

 

 Criteria: Opensource - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 1.3 || Total: 5
 

 

 Criteria: Team assessment - Average: 3.3 || Total: 13
 

 *Top tier team
 

 *team is certainly capable
 

 

 Criteria: Timely Submission - Average: 0.5 || Total: 1
 

 *this build lacks a good deal of specs and there's a large grant ask for such a lack of detail"
